Transaction ID,Day,Month,Year,Day Name,Brand,Units Sold,Price Per Unit,Customer Name,Customer Age,City,Payment Method,Customer Ratings,Mobile Model
1605,1/7/1900,12/31/1899,7/15/1905,Sunday,Samsung,4,42552.87,Lata Joshi,48,Delhi,UPI,5,Galaxy A51
1606,1/7/1900,12/31/1899,7/15/1905,Sunday,Xiaomi,8,68706.66,Sachin Ghosh,41,Madurai,Cash,5,Redmi Note 10
1607,1/7/1900,12/31/1899,7/15/1905,Sunday,Xiaomi,4,58601.07,Yogesh Roy,43,Jodhpur,Debit Card,5,Redmi Note 10
1608,1/8/1900,12/31/1899,7/15/1905,Monday,Vivo,6,43342.29,Vivek Srivastava,47,Delhi,Debit Card,4,Vivo S1
1609,1/8/1900,12/31/1899,7/15/1905,Monday,Samsung,2,66822.42,Meena Pillai,51,Kanpur,Credit Card,4,Galaxy Note 20
1610,1/8/1900,12/31/1899,7/15/1905,Monday,OnePlus,5,40292.49,Rohan Sheth,55,Gorakhpur,Credit Card,1,OnePlus Nord
1611,1/8/1900,12/31/1899,7/15/1905,Monday,OnePlus,6,63226.39,Vivek Shah,22,Delhi,UPI,1,OnePlus 9
1612,1/9/1900,12/31/1899,7/15/1905,Tuesday,Samsung,5,31488.69,Manoj Sharma,22,Kolkata,Cash,3,Galaxy S21
1613,1/9/1900,12/31/1899,7/15/1905,Tuesday,Samsung,2,32718.54,Vivek Nambiar,36,Mumbai,Debit Card,1,Galaxy S21
1614,1/9/1900,12/31/1899,7/15/1905,Tuesday,Samsung,7,35087.84,Amit Pillai,55,Lucknow,Cash,4,Galaxy A51
1615,1/10/1900,12/31/1899,7/15/1905,Wednesday,Xiaomi,4,42797.54,Lalita Verma,45,Delhi,Cash,4,Redmi 9
1616,1/10/1900,12/31/1899,7/15/1905,Wednesday,Xiaomi,8,43209.42,Nikhil Patel,43,Mumbai,UPI,1,Mi 11
1617,1/10/1900,12/31/1899,7/15/1905,Wednesday,Xiaomi,7,39783.94,Ayesha Roy,59,Gorakhpur,Cash,3,Redmi Note 10
1618,1/11/1900,12/31/1899,7/15/1905,Thursday,Apple,7,28360.06,Yogesh Kulkarni,40,Bhopal,Debit Card,4,iPhone 12
1619,1/11/1900,12/31/1899,7/15/1905,Thursday,OnePlus,9,65632.39,Aditya Sheth,47,Delhi,UPI,3,OnePlus Nord
1620,1/11/1900,12/31/1899,7/15/1905,Thursday,OnePlus,1,45315.17,Shruti Teja,20,Hyderabad,Cash,4,OnePlus 9
1621,1/11/1900,12/31/1899,7/15/1905,Thursday,Vivo,6,34464.35,Priya Teja,45,Jodhpur,UPI,3,Vivo Y51
1622,1/12/1900,12/31/1899,7/15/1905,Friday,Xiaomi,6,49070.62,Krishna Patel,50,Mumbai,UPI,3,Redmi 9
1623,1/12/1900,12/31/1899,7/15/1905,Friday,Apple,6,56078.01,Tanuja Gupta,59,Mumbai,Credit Card,3,iPhone 12
1624,1/12/1900,12/31/1899,7/15/1905,Friday,Apple,6,67643.69,Radha Nair,20,Vadodara,UPI,1,iPhone SE
1625,1/13/1900,12/31/1899,7/15/1905,Saturday,OnePlus,7,39972.95,Meena Verma,22,Ludhiana,Cash,5,OnePlus Nord
1626,1/13/1900,12/31/1899,7/15/1905,Saturday,Xiaomi,6,16725.91,Lata Verma,36,Delhi,Credit Card,3,Mi 11
1627,1/13/1900,12/31/1899,7/15/1905,Saturday,Vivo,1,36445.95,Tanuja Bhatnagar,59,Indore,Debit Card,3,Vivo S1
1628,1/13/1900,12/31/1899,7/15/1905,Saturday,Xiaomi,3,38738.23,Sachin Chaudhary,18,Hyderabad,Debit Card,4,Redmi Note 10
1629,1/14/1900,12/31/1899,7/15/1905,Sunday,Samsung,2,63819.64,Namita Goyal,55,Delhi,Debit Card,5,Galaxy Note 20
1630,1/14/1900,12/31/1899,7/15/1905,Sunday,Xiaomi,6,33688.05,Shruti Chaudhary,26,Delhi,Debit Card,4,Redmi 9
1631,1/14/1900,12/31/1899,7/15/1905,Sunday,Samsung,8,67199.46,Shruti Ahuja,22,Mumbai,Debit Card,4,Galaxy S21
1632,1/15/1900,12/31/1899,7/15/1905,Monday,Samsung,3,39107.91,Bina Das,59,Delhi,Cash,3,Galaxy A51
1633,1/15/1900,12/31/1899,7/15/1905,Monday,Vivo,8,68426.83,Neeta Pillai,51,Delhi,UPI,5,Vivo S1
1634,1/15/1900,12/31/1899,7/15/1905,Monday,OnePlus,8,10491.9,Vijay Rao,54,Indore,Credit Card,5,OnePlus 8T
1635,1/15/1900,12/31/1899,7/15/1905,Monday,Xiaomi,5,63928.92,Rohan Rathod,50,Kanpur,UPI,4,Mi 11
1636,1/16/1900,12/31/1899,7/15/1905,Tuesday,Samsung,8,65867.23,Priya Mathur,42,Delhi,UPI,5,Galaxy Note 20
1637,1/16/1900,12/31/1899,7/15/1905,Tuesday,Xiaomi,6,67661.26,Prashant Shah,59,Vadodara,Cash,5,Mi 11
1638,1/16/1900,12/31/1899,7/15/1905,Tuesday,OnePlus,5,10784.59,Sachin Singh,46,Ranchi,Cash,4,OnePlus 9
1639,1/17/1900,12/31/1899,7/15/1905,Wednesday,OnePlus,9,20302.05,Neeta Yadav,42,Mumbai,Cash,3,OnePlus Nord
1640,1/17/1900,12/31/1899,7/15/1905,Wednesday,Apple,7,49225.87,Pankaj Alva,26,Mumbai,Credit Card,1,iPhone 11
1641,1/17/1900,12/31/1899,7/15/1905,Wednesday,OnePlus,8,11528.36,Ayesha Siddiqui,20,Bhopal,Cash,4,OnePlus 9
1642,1/17/1900,12/31/1899,7/15/1905,Wednesday,Vivo,1,13816.54,Rohan Menon,32,Delhi,UPI,3,Vivo Y51
1643,1/18/1900,12/31/1899,7/15/1905,Thursday,Samsung,2,23264.73,Ayesha Kaur,21,Patna,Credit Card,5,Galaxy A51
1644,1/18/1900,12/31/1899,7/15/1905,Thursday,Apple,8,40746.39,Ravi Bhattacharya,55,Ludhiana,Cash,3,iPhone 11
1645,1/18/1900,12/31/1899,7/15/1905,Thursday,Vivo,9,42754.15,Radha Nair,37,Bhopal,Cash,5,Vivo S1
1646,1/19/1900,12/31/1899,7/15/1905,Friday,Xiaomi,4,12055.67,Harish Mishra,40,Delhi,Cash,5,Redmi 9
1647,1/19/1900,12/31/1899,7/15/1905,Friday,Samsung,9,20222.04,Anita Srivastava,54,Jodhpur,UPI,5,Galaxy S21
1648,1/19/1900,12/31/1899,7/15/1905,Friday,OnePlus,4,39982.34,Amit Ahuja,25,Mumbai,Cash,1,OnePlus 8T
1649,1/20/1900,12/31/1899,7/15/1905,Saturday,Samsung,9,45636.44,Radha Varma,54,Chennai,UPI,1,Galaxy Note 20
1650,1/20/1900,12/31/1899,7/15/1905,Saturday,Xiaomi,7,18904.1,Manoj Shah,50,Bangalore,Credit Card,4,Redmi 9
1651,1/20/1900,12/31/1899,7/15/1905,Saturday,Apple,2,33930.48,Lata Rathod,50,Bangalore,Cash,3,iPhone 11
1652,1/20/1900,12/31/1899,7/15/1905,Saturday,Apple,9,64264.09,Isha Reddy,24,Patna,Debit Card,4,iPhone SE
1653,1/21/1900,12/31/1899,7/15/1905,Sunday,Apple,4,69933.96,Kavita Rawat,39,Chennai,Debit Card,1,iPhone 12
1654,1/21/1900,12/31/1899,7/15/1905,Sunday,OnePlus,8,69232.87,Meena Mathur,22,Bhopal,UPI,5,OnePlus 8T
1655,1/21/1900,12/31/1899,7/15/1905,Sunday,Vivo,7,62900.47,Bhavana Malhotra,32,Mumbai,Cash,1,Vivo S1
1656,1/22/1900,12/31/1899,7/15/1905,Monday,Vivo,7,33679.61,Anita Pillai,38,Mumbai,Cash,3,Vivo Y51
1657,1/22/1900,12/31/1899,7/15/1905,Monday,Samsung,8,51194.46,Prashant Gupta,42,Madurai,Debit Card,5,Galaxy Note 20
1658,1/22/1900,12/31/1899,7/15/1905,Monday,OnePlus,1,34995.53,Vinod Goyal,34,Delhi,Credit Card,4,OnePlus 9
1659,1/22/1900,12/31/1899,7/15/1905,Monday,Apple,5,48911.62,Sumit Malhotra,24,Hyderabad,Credit Card,4,iPhone SE
1660,1/23/1900,12/31/1899,7/15/1905,Tuesday,Apple,2,28565.95,Sachin Goyal,36,Mumbai,UPI,1,iPhone 12
1661,1/23/1900,12/31/1899,7/15/1905,Tuesday,Xiaomi,2,46372.14,Rohan Menon,24,Patna,Debit Card,1,Redmi Note 10
1662,1/23/1900,12/31/1899,7/15/1905,Tuesday,Xiaomi,1,41425.51,Ravi Jain,57,Delhi,UPI,4,Redmi Note 10
1663,1/24/1900,12/31/1899,7/15/1905,Wednesday,Apple,5,11468.82,Neeta Ghosh,41,Vadodara,UPI,4,iPhone SE
1664,1/24/1900,12/31/1899,7/15/1905,Wednesday,Apple,2,57442.17,Amit Prasad,28,Delhi,Credit Card,5,iPhone SE
1665,1/24/1900,12/31/1899,7/15/1905,Wednesday,OnePlus,4,10713.87,Harish Joshi,58,Gorakhpur,Debit Card,3,OnePlus 8T
1666,1/24/1900,12/31/1899,7/15/1905,Wednesday,Vivo,3,27589.36,Vinod Dutta,18,Delhi,UPI,5,Vivo S1
1667,1/25/1900,12/31/1899,7/15/1905,Thursday,Xiaomi,3,10355.44,Manoj Jain,49,Bhopal,Credit Card,5,Redmi Note 10
1668,1/25/1900,12/31/1899,7/15/1905,Thursday,Vivo,2,32572.08,Rohan Shah,57,Gorakhpur,Credit Card,4,Vivo S1
1669,1/25/1900,12/31/1899,7/15/1905,Thursday,OnePlus,6,13789.63,Vinod Chatterjee,19,Delhi,Cash,3,OnePlus 8T
1670,1/26/1900,12/31/1899,7/15/1905,Friday,Apple,2,64810.66,Monika Thakur,32,Delhi,Debit Card,4,iPhone 12
1671,1/26/1900,12/31/1899,7/15/1905,Friday,Vivo,8,34940.76,Anita Joshi,38,Lucknow,Debit Card,5,Vivo Y51
1672,1/26/1900,12/31/1899,7/15/1905,Friday,Apple,8,37569.75,Navin Solanki,41,Indore,Cash,5,iPhone SE
1673,1/26/1900,12/31/1899,7/15/1905,Friday,Apple,5,30991.01,Arun Mehta,34,Delhi,UPI,4,iPhone 11
1674,1/27/1900,12/31/1899,7/15/1905,Saturday,Samsung,7,47650.37,Krishna Pillai,26,Vadodara,Credit Card,1,Galaxy Note 20
1675,1/27/1900,12/31/1899,7/15/1905,Saturday,Vivo,4,57064.49,Rajesh Ahuja,52,Delhi,Credit Card,1,Vivo S1
1676,1/27/1900,12/31/1899,7/15/1905,Saturday,Vivo,1,48888.8,Sneha Reddy,37,Indore,Credit Card,4,Vivo Y51
1677,1/28/1900,12/31/1899,7/15/1905,Sunday,Apple,2,54892.43,Pooja Sharma,36,Gorakhpur,Cash,5,iPhone SE
1678,1/28/1900,12/31/1899,7/15/1905,Sunday,OnePlus,4,64358.42,Priya Patel,35,Mumbai,Credit Card,5,OnePlus 9
1679,1/28/1900,12/31/1899,7/15/1905,Sunday,Samsung,1,61812.79,Mala Das,37,Delhi,UPI,1,Galaxy Note 20
1680,1/28/1900,12/31/1899,7/15/1905,Sunday,Apple,8,50443.51,Shruti Joshi,47,Indore,UPI,3,iPhone 12
1681,1/29/1900,12/31/1899,7/15/1905,Monday,Xiaomi,9,22878.28,Anita Joshi,57,Mumbai,Cash,5,Redmi 9
1682,1/29/1900,12/31/1899,7/15/1905,Monday,Xiaomi,4,48262.17,Vijay Prasad,18,Delhi,UPI,3,Redmi 9
1683,1/29/1900,12/31/1899,7/15/1905,Monday,Samsung,3,40364.99,Sanjay Srivastava,41,Mumbai,Debit Card,1,Galaxy Note 20
1684,1/30/1900,12/31/1899,7/15/1905,Tuesday,OnePlus,2,53033.15,Neeta Yadav,41,Jodhpur,Debit Card,4,OnePlus 8T
1685,1/30/1900,12/31/1899,7/15/1905,Tuesday,Apple,5,59975.9,Namita Malhotra,36,Coimbatore,Credit Card,5,iPhone SE
1686,1/30/1900,12/31/1899,7/15/1905,Tuesday,Vivo,3,54563.29,Sachin Singh,47,Delhi,Credit Card,1,Vivo S1
1687,1/30/1900,12/31/1899,7/15/1905,Tuesday,Samsung,7,60793.67,Lata Iyer,43,Delhi,Debit Card,3,Galaxy S21
1688,12/31/1899,1/1/1900,7/15/1905,Wednesday,OnePlus,6,13831.98,Prashant Mathur,59,Bangalore,UPI,3,OnePlus 9
1689,12/31/1899,1/1/1900,7/15/1905,Wednesday,Vivo,1,11897.2,Jyoti Srivastava,55,Chennai,Cash,1,Vivo Y51
1690,12/31/1899,1/1/1900,7/15/1905,Wednesday,Xiaomi,8,25510.03,Ramesh Gupta,46,Chennai,Credit Card,5,Mi 11
1691,12/31/1899,1/1/1900,7/15/1905,Wednesday,Xiaomi,2,64039.97,Pankaj Prasad,30,Delhi,Credit Card,3,Mi 11
1692,1/1/1900,1/1/1900,7/15/1905,Thursday,Vivo,5,59419.56,Prashant Gupta,21,Lucknow,Debit Card,5,Vivo Y51
1693,1/1/1900,1/1/1900,7/15/1905,Thursday,Samsung,9,50963.64,Namita Mehta,34,Lucknow,Debit Card,5,Galaxy Note 20
1694,1/1/1900,1/1/1900,7/15/1905,Thursday,Xiaomi,8,52045.52,Bina Kumar,50,Jodhpur,Cash,4,Mi 11
1695,1/1/1900,1/1/1900,7/15/1905,Thursday,Apple,2,53600.23,Shruti Chaudhary,22,Chennai,Credit Card,1,iPhone 11
1696,1/2/1900,1/1/1900,7/15/1905,Friday,Vivo,9,66556.16,Krishna Bhattacharya,45,Jodhpur,UPI,1,Vivo Y51
1697,1/2/1900,1/1/1900,7/15/1905,Friday,Vivo,5,59931.47,Bina Kumar,41,Chennai,UPI,5,Vivo V20
1698,1/2/1900,1/1/1900,7/15/1905,Friday,Xiaomi,6,47403.42,Kavita Solanki,34,Kanpur,Debit Card,4,Redmi 9
1699,1/3/1900,1/1/1900,7/15/1905,Saturday,Samsung,3,49942.93,Anita Luthra,56,Ranchi,Cash,3,Galaxy A51
1700,1/3/1900,1/1/1900,7/15/1905,Saturday,Apple,3,22824.42,Navin Chaudhary,57,Delhi,Debit Card,3,iPhone 11
1701,1/3/1900,1/1/1900,7/15/1905,Saturday,Samsung,8,49439.13,Prashant Luthra,28,Chennai,Cash,1,Galaxy A51
1702,1/3/1900,1/1/1900,7/15/1905,Saturday,OnePlus,2,35480.74,Krishna Iyer,29,Kolkata,UPI,5,OnePlus 8T
1703,1/4/1900,1/1/1900,7/15/1905,Sunday,OnePlus,2,19177.71,Pankaj Mishra,30,Delhi,Cash,4,OnePlus 9
1704,1/4/1900,1/1/1900,7/15/1905,Sunday,Xiaomi,5,58384.17,Prashant Roy,25,Ranchi,UPI,4,Mi 11
1705,1/4/1900,1/1/1900,7/15/1905,Sunday,Xiaomi,6,40614.83,Sumit Rathod,18,Chennai,Cash,3,Redmi Note 10
1706,1/5/1900,1/1/1900,7/15/1905,Monday,Xiaomi,2,68645.5,Manoj Goyal,26,Delhi,Debit Card,3,Redmi Note 10
1707,1/5/1900,1/1/1900,7/15/1905,Monday,OnePlus,5,26900.76,Arun Desai,45,Mumbai,UPI,5,OnePlus 9
1708,1/5/1900,1/1/1900,7/15/1905,Monday,Samsung,7,38840.21,Lata Verma,19,Lucknow,Credit Card,5,Galaxy Note 20
1709,1/5/1900,1/1/1900,7/15/1905,Monday,Samsung,8,36879.73,Neeta Ghosh,31,Delhi,Credit Card,5,Galaxy S21
1710,1/6/1900,1/1/1900,7/15/1905,Tuesday,Xiaomi,7,17246.77,Priya Varma,30,Chennai,UPI,5,Mi 11
1711,1/6/1900,1/1/1900,7/15/1905,Tuesday,Apple,8,35566.92,Tapan Nair,19,Mumbai,Credit Card,4,iPhone 12
1712,1/6/1900,1/1/1900,7/15/1905,Tuesday,Samsung,9,27253.21,Manoj Patel,21,Coimbatore,UPI,5,Galaxy S21
1713,1/7/1900,1/1/1900,7/15/1905,Wednesday,OnePlus,5,19619.23,Bhavana Ghosh,29,Ludhiana,Debit Card,1,OnePlus Nord
1714,1/7/1900,1/1/1900,7/15/1905,Wednesday,Vivo,5,26929.34,Priya Teja,27,Chennai,Debit Card,1,Vivo Y51
1715,1/7/1900,1/1/1900,7/15/1905,Wednesday,Vivo,4,23995.1,Tanuja Teja,20,Delhi,Cash,3,Vivo S1
1716,1/7/1900,1/1/1900,7/15/1905,Wednesday,Vivo,9,54044.41,Kavita Solanki,21,Chennai,Credit Card,3,Vivo V20
1717,1/8/1900,1/1/1900,7/15/1905,Thursday,Apple,5,11846.51,Sneha Mishra,23,Madurai,Credit Card,5,iPhone SE
1718,1/8/1900,1/1/1900,7/15/1905,Thursday,Xiaomi,2,47047.76,Sunil Iyer,40,Delhi,Credit Card,1,Redmi Note 10
1719,1/8/1900,1/1/1900,7/15/1905,Thursday,OnePlus,8,55639.68,Vijay Varma,22,Patna,UPI,5,OnePlus Nord
1720,1/9/1900,1/1/1900,7/15/1905,Friday,Apple,7,38843.41,Prashant Ghosh,20,Lucknow,Debit Card,5,iPhone SE
1721,1/9/1900,1/1/1900,7/15/1905,Friday,OnePlus,8,65893.9,Aditya Arora,27,Madurai,Credit Card,5,OnePlus 8T
1722,1/9/1900,1/1/1900,7/15/1905,Friday,OnePlus,3,52472.84,Bhavana Malhotra,36,Chennai,Cash,3,OnePlus 8T
1723,1/10/1900,1/1/1900,7/15/1905,Saturday,Xiaomi,4,54875.42,Namita Desai,31,Patna,Credit Card,5,Redmi 9
1724,1/10/1900,1/1/1900,7/15/1905,Saturday,Vivo,5,21816.01,Arun Kumar,38,Chennai,Cash,5,Vivo S1
1725,1/10/1900,1/1/1900,7/15/1905,Saturday,Xiaomi,6,56637.73,Bhavana Jain,45,Mumbai,Credit Card,3,Mi 11
1726,1/10/1900,1/1/1900,7/15/1905,Saturday,Apple,1,59925.68,Shruti Ahuja,38,Madurai,Credit Card,3,iPhone 12
1727,1/11/1900,1/1/1900,7/15/1905,Sunday,Apple,4,31675.98,Mala Malhotra,53,Delhi,Debit Card,1,iPhone 12
1728,1/11/1900,1/1/1900,7/15/1905,Sunday,Apple,5,22801.78,Priya Roy,41,Mumbai,Cash,3,iPhone 12
1729,1/11/1900,1/1/1900,7/15/1905,Sunday,Xiaomi,7,33103.04,Priyanka Sharma,55,Chennai,Credit Card,5,Redmi Note 10
1730,1/12/1900,1/1/1900,7/15/1905,Monday,OnePlus,5,54376.48,Amit Pillai,34,Mumbai,Cash,1,OnePlus Nord
1731,1/12/1900,1/1/1900,7/15/1905,Monday,OnePlus,1,35058.34,Ayesha Dutta,39,Indore,Cash,5,OnePlus 9
1732,1/12/1900,1/1/1900,7/15/1905,Monday,Samsung,7,54199.11,Vivek Siddiqui,36,Delhi,Debit Card,5,Galaxy A51
1733,1/13/1900,1/1/1900,7/15/1905,Tuesday,Apple,8,16813.87,Mala Arora,27,Mumbai,Debit Card,5,iPhone SE
1734,1/13/1900,1/1/1900,7/15/1905,Tuesday,OnePlus,7,58360.7,Vivek Nair,28,Ludhiana,Cash,1,OnePlus 9
1735,1/13/1900,1/1/1900,7/15/1905,Tuesday,Samsung,4,25192.45,Arun Luthra,55,Delhi,Debit Card,5,Galaxy S21
1736,1/13/1900,1/1/1900,7/15/1905,Tuesday,OnePlus,8,24935.74,Priyanka Roy,19,Delhi,Credit Card,1,OnePlus 9
1737,1/14/1900,1/1/1900,7/15/1905,Wednesday,Apple,5,45422.86,Pankaj Sheth,50,Delhi,Credit Card,4,iPhone 11
1738,1/14/1900,1/1/1900,7/15/1905,Wednesday,Vivo,9,14207.08,Prashant Arora,48,Mumbai,Debit Card,4,Vivo S1
1739,1/14/1900,1/1/1900,7/15/1905,Wednesday,Apple,5,11577.86,Yogesh Shah,52,Kanpur,Cash,1,iPhone 12
1740,1/15/1900,1/1/1900,7/15/1905,Thursday,Xiaomi,1,25661.72,Tapan Kulkarni,54,Bangalore,Credit Card,5,Mi 11
1741,1/15/1900,1/1/1900,7/15/1905,Thursday,OnePlus,9,42284.05,Kavita Kumar,53,Delhi,UPI,5,OnePlus Nord
1742,1/15/1900,1/1/1900,7/15/1905,Thursday,OnePlus,5,64456.98,Reena Sheth,40,Vadodara,Cash,3,OnePlus Nord
1743,1/16/1900,1/1/1900,7/15/1905,Friday,Xiaomi,6,60786.11,Anjali Alva,53,Ludhiana,Cash,5,Redmi 9
1744,1/16/1900,1/1/1900,7/15/1905,Friday,Xiaomi,4,39426.79,Anita Shah,57,Ranchi,UPI,1,Redmi Note 10
1745,1/16/1900,1/1/1900,7/15/1905,Friday,Vivo,6,12223.12,Yogesh Shah,56,Lucknow,UPI,5,Vivo V20
1746,1/17/1900,1/1/1900,7/15/1905,Saturday,OnePlus,8,42115.16,Jyoti Iyer,43,Rajkot,Cash,5,OnePlus Nord
1747,1/17/1900,1/1/1900,7/15/1905,Saturday,OnePlus,3,52287.74,Bhavana Arora,42,Mumbai,UPI,4,OnePlus Nord
1748,1/17/1900,1/1/1900,7/15/1905,Saturday,Vivo,5,30349.87,Arun Luthra,34,Gorakhpur,Debit Card,4,Vivo Y51
1749,1/17/1900,1/1/1900,7/15/1905,Saturday,Samsung,2,16663.8,Ramesh Rao,32,Vadodara,Debit Card,1,Galaxy Note 20
1750,1/18/1900,1/1/1900,7/15/1905,Sunday,Vivo,2,26714.08,Namita Bhatnagar,54,Delhi,Cash,1,Vivo S1
1751,1/18/1900,1/1/1900,7/15/1905,Sunday,Apple,7,56295.33,Sachin Desai,21,Coimbatore,Debit Card,5,iPhone 11
1752,1/18/1900,1/1/1900,7/15/1905,Sunday,OnePlus,6,31074.63,Mala Kulkarni,39,Delhi,Credit Card,1,OnePlus Nord
1753,1/19/1900,1/1/1900,7/15/1905,Monday,Xiaomi,4,58718.89,Harish Goyal,34,Delhi,Debit Card,5,Mi 11
1754,1/19/1900,1/1/1900,7/15/1905,Monday,Apple,5,29171.29,Lata Kaur,39,Delhi,Debit Card,5,iPhone SE
1755,1/19/1900,1/1/1900,7/15/1905,Monday,OnePlus,1,19813.3,Ramesh Rao,34,Mumbai,UPI,1,OnePlus 9
1756,1/19/1900,1/1/1900,7/15/1905,Monday,Vivo,7,36150.9,Devendra Arora,31,Ludhiana,Debit Card,5,Vivo S1
1757,1/20/1900,1/1/1900,7/15/1905,Tuesday,Apple,8,37136.47,Meena Kulkarni,31,Patna,Cash,5,iPhone 12
1758,1/20/1900,1/1/1900,7/15/1905,Tuesday,OnePlus,9,10966.49,Rohan Menon,34,Coimbatore,Debit Card,5,OnePlus Nord
1759,1/20/1900,1/1/1900,7/15/1905,Tuesday,Samsung,8,17022.7,Nikhil Luthra,25,Lucknow,Debit Card,5,Galaxy S21
1760,1/21/1900,1/1/1900,7/15/1905,Wednesday,Samsung,5,21095.56,Kiran Bhattacharya,51,Mumbai,Cash,5,Galaxy Note 20
1761,1/21/1900,1/1/1900,7/15/1905,Wednesday,Xiaomi,3,16815.24,Arun Kaur,43,Delhi,Cash,5,Redmi Note 10
1762,1/21/1900,1/1/1900,7/15/1905,Wednesday,OnePlus,9,30491.56,Monika Mehta,47,Mumbai,UPI,3,OnePlus 8T
1763,1/22/1900,1/1/1900,7/15/1905,Thursday,Samsung,6,67877.37,Lalita Desai,39,Vadodara,Credit Card,3,Galaxy A51
1764,1/22/1900,1/1/1900,7/15/1905,Thursday,Vivo,5,40553.35,Ravi Reddy,33,Delhi,Debit Card,5,Vivo Y51
1765,1/22/1900,1/1/1900,7/15/1905,Thursday,OnePlus,3,47653.36,Pooja Patel,47,Mumbai,Credit Card,1,OnePlus 8T
1766,1/23/1900,1/1/1900,7/15/1905,Friday,Vivo,6,31383.19,Manoj Jain,33,Jodhpur,UPI,5,Vivo Y51
1767,1/23/1900,1/1/1900,7/15/1905,Friday,Vivo,3,29409.27,Pooja Solanki,55,Mumbai,Cash,3,Vivo S1
1768,1/23/1900,1/1/1900,7/15/1905,Friday,Samsung,6,11388.81,Rohan Menon,41,Delhi,Cash,4,Galaxy S21
1769,1/23/1900,1/1/1900,7/15/1905,Friday,OnePlus,4,40020.02,Anjali Patel,53,Delhi,Cash,4,OnePlus 8T
1770,1/24/1900,1/1/1900,7/15/1905,Saturday,Apple,2,39016.54,Krishna Chatterjee,52,Delhi,UPI,5,iPhone SE
1771,1/24/1900,1/1/1900,7/15/1905,Saturday,Samsung,8,19469.84,Vivek Alva,23,Ranchi,Debit Card,3,Galaxy Note 20
1772,1/24/1900,1/1/1900,7/15/1905,Saturday,Samsung,4,55859.44,Reena Deshmukh,21,Mumbai,UPI,5,Galaxy S21
1773,1/25/1900,1/1/1900,7/15/1905,Sunday,OnePlus,9,39560.46,Jyoti Varma,35,Rajkot,Cash,3,OnePlus 8T
1774,1/25/1900,1/1/1900,7/15/1905,Sunday,OnePlus,7,30339.64,Bina Bhattacharya,23,Lucknow,Debit Card,5,OnePlus 8T
1775,1/25/1900,1/1/1900,7/15/1905,Sunday,Vivo,2,18814.53,Yogesh Sharma,43,Ludhiana,Cash,3,Vivo Y51
1776,1/26/1900,1/1/1900,7/15/1905,Monday,OnePlus,4,43129.65,Bina Jain,54,Mumbai,Cash,4,OnePlus 9
1777,1/26/1900,1/1/1900,7/15/1905,Monday,Vivo,5,55169.02,Sneha Yadav,44,Kolkata,UPI,5,Vivo V20
1778,1/26/1900,1/1/1900,7/15/1905,Monday,Samsung,3,26919.96,Anand Nair,58,Delhi,UPI,5,Galaxy A51
1779,1/26/1900,1/1/1900,7/15/1905,Monday,Xiaomi,9,23127.66,Arun Desai,28,Delhi,Credit Card,5,Mi 11
1780,1/27/1900,1/1/1900,7/15/1905,Tuesday,Apple,5,41316.1,Sunil Sheth,55,Bhopal,Cash,1,iPhone 11
1781,1/27/1900,1/1/1900,7/15/1905,Tuesday,Samsung,2,19320.6,Anand Bhattacharya,33,Vadodara,Debit Card,5,Galaxy Note 20
1782,1/27/1900,1/1/1900,7/15/1905,Tuesday,OnePlus,3,49996.8,Amit Ahuja,36,Ranchi,Cash,5,OnePlus 8T
1783,12/31/1899,1/2/1900,7/15/1905,Wednesday,Apple,9,46320.62,Kiran Rawat,32,Delhi,Debit Card,3,iPhone 12
1784,12/31/1899,1/2/1900,7/15/1905,Wednesday,Xiaomi,7,15224.92,Nikhil Deshmukh,43,Kolkata,Credit Card,3,Redmi Note 10
1785,12/31/1899,1/2/1900,7/15/1905,Wednesday,Xiaomi,2,12191.22,Meena Thakur,58,Mumbai,Cash,3,Mi 11
1786,12/31/1899,1/2/1900,7/15/1905,Wednesday,Vivo,9,47217.32,Pooja Patel,48,Delhi,Debit Card,3,Vivo Y51
1787,1/1/1900,1/2/1900,7/15/1905,Thursday,Apple,4,27657.63,Bina Goyal,36,Delhi,Debit Card,5,iPhone 11
1788,1/1/1900,1/2/1900,7/15/1905,Thursday,Vivo,9,15186.75,Devendra Luthra,41,Delhi,Credit Card,4,Vivo Y51
1789,1/1/1900,1/2/1900,7/15/1905,Thursday,Samsung,2,55565.72,Navin Malhotra,26,Ludhiana,UPI,5,Galaxy A51
1790,1/1/1900,1/2/1900,7/15/1905,Thursday,Apple,4,28842.64,Anand Chatterjee,40,Delhi,Credit Card,3,iPhone SE
1791,1/2/1900,1/2/1900,7/15/1905,Friday,Samsung,5,37575.97,Mala Thakur,21,Ranchi,Debit Card,5,Galaxy Note 20
1792,1/2/1900,1/2/1900,7/15/1905,Friday,Vivo,2,24208.78,Anjali Thakur,27,Ranchi,Credit Card,5,Vivo Y51
1793,1/2/1900,1/2/1900,7/15/1905,Friday,Apple,1,47639.02,Harish Kapoor,26,Delhi,UPI,3,iPhone 11
1794,1/3/1900,1/2/1900,7/15/1905,Saturday,Vivo,7,28089.3,Radha Srivastava,36,Bhopal,Cash,1,Vivo S1
1795,1/3/1900,1/2/1900,7/15/1905,Saturday,Apple,1,68081.26,Navin Malhotra,32,Madurai,Credit Card,5,iPhone 12
